weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_cartridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position,trr_id
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,22,4.5,40 S&W,3.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,REAR FENCE,10-15FT,PERSON,STANDING,103797
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,21,4.5, 45 ACP,1.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,NONE,True,NO COVER,05-10FT,UNKNOWN,STANDING,103798
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,1.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,False,NONE,10-15FT,UNKNOWN,STANDING,103801
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,103812
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,103814
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,103831
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,103839
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,103842
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,103846
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,103872
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,103877
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,103881
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,22,4,40 S&W,6.0,True,15.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,LT HAND TACTICAL,False,SQUAD CAR,0-5FT,PERSON,STANDING,103890
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,23 GEN 4,4.02,40 S&W,6.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,True,NONE,0-5FT,PERSON,STANDING,103891
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,103896
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,103904
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,103905
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,103927
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,2.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,NONE,10-15FT,NONE,STANDING,103970
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4.02, 9 MM,5.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,False,NONE,10-15FT,NONE,STANDING,103973
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,103992
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,104011
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104011
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104012
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104015
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104023
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104031
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104036
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104048
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104060
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104087
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104091
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104095
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104096
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104100
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104101
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104109
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104127
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104128
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104155
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104158
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104162
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104164
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104167
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104168
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104243
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104247
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104248
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104299
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104308
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104311
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104312
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104353
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4, 9 MM,2.0,True,0.0,LEFT SIDE (WAIST),STRONG SIDE DRAW,,False,NONE,10-15FT,PERSON,SITTING,104360
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104398
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104408
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104424
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104426
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104435
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104460
SEMI-AUTO PISTOL,SPRINGFIELD ARMORY M1A,,XD-45,3.1, 45 ACP,1.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,False,NONE,0-5FT,PERSON,STANDING,104468
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104482
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,19,4.02, 9 MM,11.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,True,DISTANCE,05-10FT,OBJECT,STANDING,104521
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,5.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,False,NONE,0-5FT,OBJECT,STANDING,104522
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104538
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104548
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104551
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104574
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104595
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104599
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104607
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104608
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104622
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,104627
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104631
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104665
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104670
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104672
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104673
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104676
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104679
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104680
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104683
SEMI-AUTO PISTOL,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",,M&P,4.25, 9 MM,5.0,True,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,True,NONE,10-15FT,UNKNOWN,STANDING,104689
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104690
TASER (DRIVE STUN MODE),,,,,,,True,,,,,True,,,,,104704
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104731
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104736
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104762
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104819
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104820
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104845
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104858
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.48, 9 MM,5.0,True,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,True,PINNED BETWEEN VEHICLES,05-10FT,PERSON,STANDING,104863
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104926
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104946
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104969
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104987
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104993
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,104994
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105018
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105047
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105059
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,21,4.61,45 CAL,1.0,True,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,False,NONE,OVER 15FT,NONE,STANDING,105065
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105096
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105100
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105104
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105106
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105107
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105131
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105183
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105188
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105197
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,105200
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105247
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105250
SEMI-AUTO PISTOL,"GLOCK, INC.--AU--",,17,4.5, 9 MM,18.0,True,1.0,LEFT SIDE (WAIST),STRONG SIDE DRAW,TACTICAL RELOAD,True,"SHIELDING AND COVER, TACTICAL RETREAT",OVER 15FT,NONE,STANDING,105260
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105290
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105294
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105295
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,105344
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105355
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105358
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105370
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105372
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105373
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,105434
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,,,105444
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,353787
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,354083
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,355728
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,356653
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,357400
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,357607
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,357711
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,360895
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,361543
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,361650
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,362730
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,364786
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,365125
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,366220
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,368906
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,369507
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,370312
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,370388
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,370573
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,376008
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,376250
OTHER (SPECIFY),,,,,,,True,,,,,True,,,ANY OTHER COMBINATION,,376278
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,376280
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,378479
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,379343
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,379379
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,380450
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,382088
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,383104
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,385305
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,386607
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,387120
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,387165
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,387183
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,7.0,True,,,,,True,,,SUBJECT,,387472
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,387883
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,388956
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,389387
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,393000
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,9.0,True,,,,,True,,,UNKNOWN,,393020
SEMI-AUTO PISTOL,,"SPRINGFIELD ARMORY,GENESEO,IL",XD9,,,14.0,True,,,,,True,,,UNKNOWN,,393021
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,396997
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,398871
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,398937
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,399012
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,399105
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,401509
SEMI-AUTO PISTOL,,GLOCK GMBH,42,,,1.0,True,,,,,True,,,SUBJECT,,401602
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,407932
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,408005
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,409070
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,409199
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,409847
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,409927
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,410484
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,412105
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,412420
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,414702
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,419131
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,1.0,True,,,,,True,,,OBJECT,,420870
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,1.0,True,,,,,True,,,UNKNOWN,,420877
SEMI-AUTO PISTOL,,SMITH & WESSON,M&P,,,1.0,True,,,,,True,,,OBJECT,,420945
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,421862
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,3.0,True,,,,,True,,,SUBJECT,,424638
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,3.0,True,,,,,True,,,SUBJECT,,424755
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,OBJECT,,426034
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,428376
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,428380
SEMI-AUTO PISTOL,,RUGER,LCP,,,2.0,True,,,,,True,,,NONE,,428917
REVOLVER,,SMITH & WESSON,38,,,1.0,True,,,,,True,,,NONE,,428986
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,431103
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,431570
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,432843
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,437912
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,443588
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,444720
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,447910
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,450937
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,451238
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,453513
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,4.0,True,,,,,True,,,SUBJECT,,453802
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,454969
OTHER (SPECIFY),,,,,,,True,,,,,True,,,NONE,,456570
OTHER (SPECIFY),,,,,,,True,,,,,True,,,NONE,,457517
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,460135
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,461306
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,463983
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,465507
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,466003
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,1.0,True,,,,,True,,,SUBJECT,,468384
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,468384
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,468516
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,470775
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,472679
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,476167
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,484383
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,484387
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,490255
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,491766
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,493134
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,494762
SEMI-AUTO PISTOL,,"SAUER, J. P. (SAUER & SOHN)",P220,,,4.0,True,,,,,True,,,SUBJECT,,494815
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,495433
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,495639
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,500033
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,503691
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,504920
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,506720
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,508670
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,508812
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,511615
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,516004
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,516817
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,517688
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,520462
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,523752
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,525082
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,531327
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,531523
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,534118
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,2.0,True,,,,,True,,,UNKNOWN,,534977
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,3.0,True,,,,,True,,,SUBJECT,,535457
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,536576
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,537310
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,537636
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,539556
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,540813
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,541684
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,542389
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,544108
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,544866
SEMI-AUTO PISTOL,,"SPRINGFIELD ARMORY,GENESEO,IL",XDM,,,3.0,True,,,,,True,,,SUBJECT,,547133
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,549757
OTHER (SPECIFY),,,,,,,True,,,,,True,,,NONE,,549933
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,552827
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,553664
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,553802
OTHER (SPECIFY),,,,,,,True,,,,,True,,,SUBJECT,,555904
RIFLE,,BUSHMASTER FIREARMS,XM15E2,,,1.0,True,,,,,True,,,SUBJECT,,555904
OTHER (SPECIFY),,,,,,,True,,,,,True,,,SUBJECT,,555911
RIFLE,,REMINGTON ARMS CO.,870,,,1.0,True,,,,,True,,,SUBJECT,,555911
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,556989
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,557130
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,558328
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,559283
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,561086
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,562735
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,563682
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,564089
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,564120
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,566805
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,566806
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,566808
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,566809
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,567525
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,567537
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,570281
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,8.0,True,,,,,True,,,SUBJECT,,572692
SEMI-AUTO PISTOL,,GLOCK GMBH,17,,,2.0,True,,,,,True,,,SUBJECT,,572743
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,573591
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,576229
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,577988
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,578076
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,578929
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,579039
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,579111
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,,,579694
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,581965
SEMI-AUTO PISTOL,,GLOCK GMBH,19,,,5.0,True,,,,,True,,,SUBJECT,,583253
CHEMICAL WEAPON,,,,,,,True,,,,,True,,,SUBJECT,,583540
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,586349
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,589844
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,592517
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,594419
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,597295
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,NONE,,598638
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,599653
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,599671
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,599947
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,599956
TASER (PROBE DISCHARGE),,,,,,,True,,,,,True,,,SUBJECT,,600128
