rank,star,status,status_datetime,officer_age,officer_unit_at_incident,trr_id,officer_id
Police Officer,,SUBMITTED,2018-11-26 04:11:00-06:00,,10,727937,0
Sergeant of Police,,SUBMITTED,2018-11-26 04:46:00-06:00,,10,727937,0
Lieutenant of Police,,APPROVED,2018-11-26 04:52:00-06:00,,10,727937,0
Sergeant of Police,,SUBMITTED,2018-11-28 01:20:00-06:00,,721,727937,0
Sergeant of Police,,APPROVED,2018-11-28 01:20:00-06:00,,721,727937,0
Police Officer,,SUBMITTED,2018-11-26 04:47:00-06:00,,7,727951,0
Sergeant of Police,,SUBMITTED,2018-11-26 06:04:00-06:00,,7,727951,0
Lieutenant of Police,,APPROVED,2018-11-26 08:00:00-06:00,,7,727951,0
Police Officer,,SUBMITTED,2019-01-07 07:14:00-06:00,,721,727951,0
Sergeant of Police,,APPROVED,2019-01-08 03:10:00-06:00,,721,727951,0
Sergeant of Police,,SUBMITTED,2018-11-26 04:17:00-06:00,,7,727955,0
Sergeant of Police,,SUBMITTED,2018-11-26 06:07:00-06:00,,7,727955,0
Lieutenant of Police,,APPROVED,2018-11-26 08:03:00-06:00,,7,727955,0
Police Officer,,SUBMITTED,2019-01-07 07:06:00-06:00,,721,727955,0
Sergeant of Police,,APPROVED,2019-01-08 03:11:00-06:00,,721,727955,0
Police Officer,,SUBMITTED,2018-11-26 07:34:00-06:00,,24,729198,0
Sergeant of Police,,SUBMITTED,2018-11-26 08:41:00-06:00,,24,729198,0
Lieutenant of Police,,APPROVED,2018-11-26 10:48:00-06:00,,24,729198,0
Police Officer,,SUBMITTED,2019-01-23 03:02:00-06:00,,721,729198,0
Captain of Police,,APPROVED,2019-01-31 02:19:00-06:00,,721,729198,0
Police Officer,,SUBMITTED,2018-11-26 07:34:00-06:00,,24,729199,0
Sergeant of Police,,SUBMITTED,2018-11-26 10:44:00-06:00,,24,729199,0
Lieutenant of Police,,APPROVED,2018-11-26 10:51:00-06:00,,24,729199,0
Police Officer,,SUBMITTED,2019-01-23 03:04:00-06:00,,721,729199,0
Captain of Police,,APPROVED,2019-01-31 02:18:00-06:00,,721,729199,0
Police Officer,,SUBMITTED,2018-11-26 11:27:00-06:00,,24,729367,0
Sergeant of Police,,SUBMITTED,2018-11-26 11:43:00-06:00,,24,729367,0
Lieutenant of Police,,APPROVED,2018-11-26 11:54:00-06:00,,24,729367,0
Police Officer,,SUBMITTED,2019-01-23 03:51:00-06:00,,721,729367,0
Sergeant of Police,,SUBMITTED,2019-01-24 12:04:00-06:00,,721,729367,0
Captain of Police,,SUBMITTED,2019-01-31 02:17:00-06:00,,721,729367,0
Sergeant of Police,,APPROVED,2019-02-08 07:28:00-06:00,,721,729367,0
Police Officer,,SUBMITTED,2018-11-27 12:08:00-06:00,,24,729398,0
Sergeant of Police,,SUBMITTED,2018-11-27 12:12:00-06:00,,24,729398,0
Lieutenant of Police,,APPROVED,2018-11-27 12:24:00-06:00,,24,729398,0
Police Officer,,SUBMITTED,2019-01-23 03:52:00-06:00,,721,729398,0
Captain of Police,,APPROVED,2019-01-31 02:20:00-06:00,,721,729398,0
Police Officer,,SUBMITTED,2018-11-27 07:47:00-06:00,,25,729491,0
Sergeant of Police,,SUBMITTED,2018-11-27 08:06:00-06:00,,25,729491,0
Lieutenant of Police,,APPROVED,2018-11-28 12:33:00-06:00,,25,729491,0
Police Officer,,SUBMITTED,2019-01-03 08:57:00-06:00,,721,729491,0
Sergeant of Police,,SUBMITTED,2019-01-03 05:35:00-06:00,,721,729491,0
Captain of Police,,SUBMITTED,2019-01-07 11:09:00-06:00,,721,729491,0
Captain of Police,,APPROVED,2019-01-08 09:14:00-06:00,,721,729491,0
Police Officer,,SUBMITTED,2018-11-27 03:40:00-06:00,,50,729503,0
Sergeant of Police,,SUBMITTED,2018-11-27 04:19:00-06:00,,50,729503,0
Police Officer,,SUBMITTED,2018-12-05 10:39:00-06:00,,50,729503,0
Lieutenant of Police,,APPROVED,2018-12-07 10:03:00-06:00,,50,729503,0
Police Officer / Field Training Officer,,SUBMITTED,2018-11-27 08:34:00-06:00,,25,729649,0
Sergeant of Police,,SUBMITTED,2018-11-27 09:08:00-06:00,,25,729649,0
Lieutenant of Police,,APPROVED,2018-11-28 12:19:00-06:00,,25,729649,0
Police Officer,,SUBMITTED,2019-01-04 01:16:00-06:00,,721,729649,0
Sergeant of Police,,SUBMITTED,2019-01-04 01:16:00-06:00,,721,729649,0
Captain of Police,,SUBMITTED,2019-01-07 10:51:00-06:00,,721,729649,0
Sergeant of Police,,APPROVED,2019-01-29 03:01:00-06:00,,721,729649,0
Police Officer,,SUBMITTED,2018-11-27 09:22:00-06:00,,25,729734,0
Sergeant of Police,,SUBMITTED,2018-11-27 10:47:00-06:00,,25,729734,0
Lieutenant of Police,,APPROVED,2018-11-27 10:05:00-06:00,,25,729734,0
Police Officer,,SUBMITTED,2019-01-03 09:00:00-06:00,,721,729734,0
Captain of Police,,APPROVED,2019-01-07 10:55:00-06:00,,721,729734,0
Police Officer / Field Training Officer,,SUBMITTED,2018-11-27 09:52:00-06:00,,25,729747,0
Sergeant of Police,,SUBMITTED,2018-11-27 10:10:00-06:00,,25,729747,0
Lieutenant of Police,,APPROVED,2018-11-27 10:20:00-06:00,,25,729747,0
Police Officer,,SUBMITTED,2019-01-03 09:03:00-06:00,,721,729747,0
Captain of Police,,APPROVED,2019-01-07 10:58:00-06:00,,721,729747,0
Police Officer,,SUBMITTED,2018-11-27 10:15:00-06:00,,25,729863,0
Sergeant of Police,,SUBMITTED,2018-11-27 10:28:00-06:00,,25,729863,0
Lieutenant of Police,,APPROVED,2018-11-27 09:43:00-06:00,,25,729863,0
Police Officer,,SUBMITTED,2019-01-03 09:04:00-06:00,,721,729863,0
Captain of Police,,APPROVED,2019-01-07 11:02:00-06:00,,721,729863,0
Police Officer,,SUBMITTED,2018-11-30 10:00:00-06:00,,51,730339,0
Sergeant of Police,,SUBMITTED,2018-11-30 10:39:00-06:00,,51,730339,0
Lieutenant of Police,,APPROVED,2018-12-03 12:29:00-06:00,,51,730339,0
Police Officer,,SUBMITTED,2018-12-17 02:10:00-06:00,,721,730339,0
Sergeant of Police,,SUBMITTED,2018-12-24 09:53:00-06:00,,721,730339,0
Captain of Police,,SUBMITTED,2018-12-28 12:29:00-06:00,,721,730339,0
Sergeant of Police,,APPROVED,2019-02-05 12:28:00-06:00,,721,730339,0
Police Officer,,SUBMITTED,2018-11-27 03:47:00-06:00,,11,730546,0
Sergeant of Police,,SUBMITTED,2019-02-17 03:45:00-06:00,,313,900233,0
Sergeant of Police,,SUBMITTED,2018-11-27 04:53:00-06:00,,11,730546,0
Lieutenant of Police,,APPROVED,2018-11-27 05:04:00-06:00,,11,730546,0
Police Officer,,SUBMITTED,2018-11-27 06:42:00-06:00,,10,730968,0
Sergeant of Police,,SUBMITTED,2018-11-27 06:48:00-06:00,,10,730968,0
Lieutenant of Police,,APPROVED,2018-11-27 07:58:00-06:00,,10,730968,0
Police Officer,,SUBMITTED,2019-01-24 08:33:00-06:00,,721,730968,0
Police Officer,,SUBMITTED,2019-01-31 12:13:00-06:00,,721,730968,0
Sergeant of Police,,SUBMITTED,2019-02-05 02:13:00-06:00,,721,730968,0
Captain of Police,,SUBMITTED,2019-02-07 02:54:00-06:00,,721,730968,0
Sergeant of Police,,APPROVED,2019-03-06 09:07:00-06:00,,721,730968,0
Police Officer,,SUBMITTED,2018-11-27 08:12:00-06:00,,1,731186,0
Sergeant of Police,,SUBMITTED,2018-11-27 08:17:00-06:00,,1,731186,0
Lieutenant of Police,,APPROVED,2018-11-27 08:30:00-06:00,,1,731186,0
Police Officer,,SUBMITTED,2018-11-27 07:51:00-06:00,,25,731201,0
Sergeant of Police,,SUBMITTED,2018-11-27 08:24:00-06:00,,25,731201,0
Lieutenant of Police,,APPROVED,2018-11-27 08:48:00-06:00,,25,731201,0
Police Officer,,SUBMITTED,2018-11-27 08:15:00-06:00,,25,731223,0
Sergeant of Police,,SUBMITTED,2018-11-27 08:29:00-06:00,,25,731223,0
Lieutenant of Police,,APPROVED,2018-11-27 08:45:00-06:00,,25,731223,0
Police Officer,,SUBMITTED,2018-11-27 08:21:00-06:00,,1,731236,0
Sergeant of Police,,SUBMITTED,2018-11-27 08:24:00-06:00,,1,731236,0
Lieutenant of Police,,APPROVED,2018-11-27 08:34:00-06:00,,1,731236,0
Police Officer,,SUBMITTED,2018-11-28 03:00:00-06:00,,312,731541,0
Sergeant of Police,,SUBMITTED,2018-11-28 03:06:00-06:00,,312,731541,0
Lieutenant of Police,,APPROVED,2018-11-28 03:21:00-06:00,,6,731541,0
Police Officer / Field Training Officer,,SUBMITTED,2018-11-28 12:26:00-06:00,,6,732334,0
Police Officer / Field Training Officer,,SUBMITTED,2018-11-28 02:29:00-06:00,,6,732334,0
Sergeant of Police,,SUBMITTED,2018-11-28 02:54:00-06:00,,6,732334,0
Lieutenant of Police,,APPROVED,2018-11-28 03:01:00-06:00,,6,732334,0
Police Officer / Field Training Officer,,SUBMITTED,2018-12-06 11:42:00-06:00,,721,732334,0
Sergeant of Police,,SUBMITTED,2018-12-06 11:46:00-06:00,,721,732334,0
Captain of Police,,SUBMITTED,2018-12-06 01:44:00-06:00,,721,732334,0
Captain of Police,,APPROVED,2018-12-12 11:00:00-06:00,,721,732334,0
Police Officer / Field Training Officer,,SUBMITTED,2018-12-04 07:02:00-06:00,,6,732370,0
Sergeant of Police,,SUBMITTED,2018-12-05 09:22:00-06:00,,6,732370,0
Police Officer / Field Training Officer,,SUBMITTED,2018-12-11 11:00:00-06:00,,6,732370,0
Lieutenant of Police,,APPROVED,2019-01-11 08:22:00-06:00,,6,732370,0
Police Officer,,SUBMITTED,2018-11-28 08:47:00-06:00,,6,733523,0
Sergeant of Police,,SUBMITTED,2018-11-28 09:07:00-06:00,,6,733523,0
Lieutenant of Police,,APPROVED,2018-11-28 09:23:00-06:00,,6,733523,0
Police Officer,,SUBMITTED,2018-11-28 08:31:00-06:00,,6,733528,0
Sergeant of Police,,SUBMITTED,2018-11-28 09:06:00-06:00,,6,733528,0
Police Officer,,SUBMITTED,2018-11-28 09:27:00-06:00,,6,733528,0
Lieutenant of Police,,APPROVED,2018-11-28 09:29:00-06:00,,6,733528,0
Police Officer,,SUBMITTED,2018-11-28 08:55:00-06:00,,2,733531,0
Sergeant of Police,,SUBMITTED,2018-11-28 09:04:00-06:00,,2,733531,0
Lieutenant of Police,,APPROVED,2018-11-28 11:42:00-06:00,,2,733531,0
Police Officer,,SUBMITTED,2018-11-29 01:51:00-06:00,,22,733738,0
Sergeant of Police,,SUBMITTED,2018-11-29 02:11:00-06:00,,22,733738,0
Lieutenant of Police,,APPROVED,2018-11-29 02:24:00-06:00,,22,733738,0
Police Officer,,SUBMITTED,2019-01-04 02:31:00-06:00,,721,733738,0
Sergeant of Police,,APPROVED,2019-01-08 03:15:00-06:00,,721,733738,0
Police Officer,,SUBMITTED,2018-11-29 01:51:00-06:00,,22,733745,0
Sergeant of Police,,SUBMITTED,2018-11-29 01:58:00-06:00,,22,733745,0
Lieutenant of Police,,APPROVED,2018-11-29 02:10:00-06:00,,22,733745,0
Police Officer,,SUBMITTED,2019-01-04 02:36:00-06:00,,721,733745,0
Sergeant of Police,,APPROVED,2019-01-08 03:16:00-06:00,,721,733745,0
Police Officer,,SUBMITTED,2018-11-29 12:11:00-06:00,,22,733746,0
Sergeant of Police,,SUBMITTED,2018-11-29 01:27:00-06:00,,22,733746,0
Lieutenant of Police,,APPROVED,2018-11-29 01:48:00-06:00,,22,733746,0
Police Officer,,SUBMITTED,2019-01-04 02:39:00-06:00,,721,733746,0
Sergeant of Police,,APPROVED,2019-01-08 03:17:00-06:00,,721,733746,0
Police Officer,,SUBMITTED,2018-11-29 03:50:00-06:00,,9,734932,0
Sergeant of Police,,SUBMITTED,2018-12-03 06:50:00-06:00,,9,734932,0
Lieutenant of Police,,APPROVED,2018-12-03 11:49:00-06:00,,9,734932,0
Police Officer,,SUBMITTED,2018-11-29 03:04:00-06:00,,15,735146,0
Sergeant of Police,,SUBMITTED,2018-11-29 03:19:00-06:00,,15,735146,0
Lieutenant of Police,,APPROVED,2018-11-29 03:49:00-06:00,,15,735146,0
Police Officer,,SUBMITTED,2019-01-24 06:26:00-06:00,,721,735146,0
Sergeant of Police,,SUBMITTED,2019-02-25 01:24:00-06:00,,721,735146,0
Captain of Police,,SUBMITTED,2019-02-27 10:35:00-06:00,,721,735146,0
Sergeant of Police,,APPROVED,2019-03-07 09:01:00-06:00,,721,735146,0
Police Officer,,SUBMITTED,2018-11-29 03:13:00-06:00,,15,735166,0
Sergeant of Police,,SUBMITTED,2018-11-29 03:16:00-06:00,,15,735166,0
Lieutenant of Police,,APPROVED,2018-11-29 03:40:00-06:00,,15,735166,0
Police Officer,,SUBMITTED,2019-01-24 06:28:00-06:00,,721,735166,0
Captain of Police,,SUBMITTED,2019-02-27 10:37:00-06:00,,721,735166,0
Captain of Police,,SUBMITTED,2019-02-27 10:37:00-06:00,,721,735166,0
Sergeant of Police,,APPROVED,2019-03-07 07:42:00-06:00,,721,735166,0
Police Officer,,SUBMITTED,2018-11-29 08:41:00-06:00,,7,735568,0
Sergeant of Police,,SUBMITTED,2018-11-29 09:08:00-06:00,,7,735568,0
Lieutenant of Police,,APPROVED,2018-11-30 01:48:00-06:00,,7,735568,0
Police Officer,,SUBMITTED,2018-11-29 08:41:00-06:00,,7,735605,0
Sergeant of Police,,SUBMITTED,2018-11-29 09:07:00-06:00,,7,735605,0
Lieutenant of Police,,APPROVED,2018-11-30 01:51:00-06:00,,7,735605,0
Police Officer,,SUBMITTED,2018-11-29 08:40:00-06:00,,7,735650,0
Sergeant of Police,,SUBMITTED,2018-11-29 09:07:00-06:00,,7,735650,0
Police Officer,,SUBMITTED,2018-11-29 09:51:00-06:00,,7,735650,0
Lieutenant of Police,,APPROVED,2018-11-30 02:14:00-06:00,,7,735650,0
Police Officer,,SUBMITTED,2018-11-30 03:25:00-06:00,,24,736114,0
Sergeant of Police,,SUBMITTED,2018-11-30 04:26:00-06:00,,24,736114,0
Police Officer,,SUBMITTED,2018-11-30 04:36:00-06:00,,24,736114,0
Lieutenant of Police,,APPROVED,2018-11-30 04:43:00-06:00,,24,736114,0
Police Officer,,SUBMITTED,2018-11-30 06:18:00-06:00,,24,736174,0
Sergeant of Police,,SUBMITTED,2018-11-30 06:51:00-06:00,,24,736174,0
Lieutenant of Police,,APPROVED,2018-11-30 06:58:00-06:00,,24,736174,0
Sergeant of Police,,APPROVED,2018-12-14 03:36:00-06:00,,721,736174,0
Sergeant of Police,,SUBMITTED,2018-12-14 03:36:00-06:00,,721,736174,0
Police Officer,,SUBMITTED,2018-11-30 11:57:00-06:00,,24,736654,0
Sergeant of Police,,SUBMITTED,2018-11-30 12:19:00-06:00,,24,736654,0
Lieutenant of Police,,APPROVED,2018-11-30 12:32:00-06:00,,24,736654,0
Police Officer,,SUBMITTED,2018-11-30 11:59:00-06:00,,24,736704,0
Sergeant of Police,,SUBMITTED,2018-11-30 12:36:00-06:00,,24,736704,0
Lieutenant of Police,,APPROVED,2018-11-30 12:44:00-06:00,,24,736704,0
Sergeant of Police,,SUBMITTED,2018-12-14 03:44:00-06:00,,721,736704,0
Sergeant of Police,,APPROVED,2018-12-14 03:44:00-06:00,,721,736704,0
Police Officer,,SUBMITTED,2018-11-30 07:42:00-06:00,,704,737912,0
Sergeant of Police,,SUBMITTED,2018-11-30 08:03:00-06:00,,701,737912,0
Lieutenant of Police,,APPROVED,2018-11-30 08:17:00-06:00,,11,737912,0
Police Officer,,SUBMITTED,2018-12-01 01:32:00-06:00,,6,738408,0
Sergeant of Police,,SUBMITTED,2018-12-01 02:28:00-06:00,,6,738408,0
Police Officer,,SUBMITTED,2018-12-01 03:58:00-06:00,,6,738408,0
Lieutenant of Police,,APPROVED,2018-12-01 04:57:00-06:00,,6,738408,0
Police Officer / Field Training Officer,,SUBMITTED,2019-02-06 09:30:00-06:00,,721,738408,0
Sergeant of Police,,SUBMITTED,2019-02-06 10:23:00-06:00,,721,738408,0
Captain of Police,,SUBMITTED,2019-02-07 11:31:00-06:00,,721,738408,0
Captain of Police,,APPROVED,2019-02-07 11:34:00-06:00,,721,738408,0
Police Officer,,SUBMITTED,2018-12-01 02:14:00-06:00,,6,738447,0
Sergeant of Police,,SUBMITTED,2018-12-01 02:25:00-06:00,,6,738447,0
Police Officer,,SUBMITTED,2018-12-01 03:59:00-06:00,,6,738447,0
Lieutenant of Police,,APPROVED,2018-12-01 05:00:00-06:00,,6,738447,0
Police Officer / Field Training Officer,,SUBMITTED,2019-02-06 09:35:00-06:00,,721,738447,0
Captain of Police,,APPROVED,2019-02-07 11:33:00-06:00,,721,738447,0
Police Officer,,SUBMITTED,2018-12-01 03:44:00-06:00,,311,738451,0
Sergeant of Police,,SUBMITTED,2018-12-01 04:15:00-06:00,,311,738451,0
Lieutenant of Police,,APPROVED,2018-12-01 04:52:00-06:00,,6,738451,0
Sergeant of Police,,APPROVED,2019-01-03 04:00:00-06:00,,721,738451,0
Sergeant of Police,,SUBMITTED,2019-01-03 04:00:00-06:00,,721,738451,0
Police Officer,,SUBMITTED,2018-12-01 06:29:00-06:00,,312,738465,0
Sergeant of Police,,SUBMITTED,2018-12-01 07:00:00-06:00,,18,738465,0
Police Officer,,SUBMITTED,2018-12-01 07:12:00-06:00,,312,738465,0
Lieutenant of Police,,APPROVED,2018-12-01 07:54:00-06:00,,18,738465,0
Police Officer / Field Training Officer,,SUBMITTED,2019-01-18 12:52:00-06:00,,721,738465,0
Sergeant of Police,,SUBMITTED,2019-01-22 08:42:00-06:00,,721,738465,0
Captain of Police,,SUBMITTED,2019-01-23 02:37:00-06:00,,721,738465,0
Sergeant of Police,,APPROVED,2019-01-29 03:08:00-06:00,,721,738465,0
Police Officer,,SUBMITTED,2018-12-01 03:54:00-06:00,,311,738497,0
Sergeant of Police,,SUBMITTED,2018-12-01 04:21:00-06:00,,311,738497,0
Lieutenant of Police,,APPROVED,2018-12-01 04:42:00-06:00,,6,738497,0
Sergeant of Police,,APPROVED,2019-01-03 03:58:00-06:00,,721,738497,0
Sergeant of Police,,SUBMITTED,2019-01-03 03:58:00-06:00,,721,738497,0
Police Officer / Field Training Officer,,SUBMITTED,2018-12-01 12:15:00-06:00,,12,738794,0
Sergeant of Police,,SUBMITTED,2018-12-01 01:17:00-06:00,,12,738794,0
Lieutenant of Police,,APPROVED,2018-12-01 01:32:00-06:00,,12,738794,0
Police Officer,,SUBMITTED,2018-12-01 10:51:00-06:00,,18,738895,0
Sergeant of Police,,SUBMITTED,2018-12-01 11:19:00-06:00,,18,738895,0
Lieutenant of Police,,APPROVED,2018-12-02 12:40:00-06:00,,18,738895,0
Police Officer,,SUBMITTED,2019-01-17 09:00:00-06:00,,721,738895,0
Sergeant of Police,,APPROVED,2019-01-17 12:12:00-06:00,,721,738895,0
Police Officer,,SUBMITTED,2018-12-01 11:37:00-06:00,,18,739012,0
Sergeant of Police,,SUBMITTED,2018-12-01 11:54:00-06:00,,18,739012,0
Lieutenant of Police,,APPROVED,2018-12-02 12:26:00-06:00,,18,739012,0
Police Officer,,SUBMITTED,2019-01-17 09:16:00-06:00,,721,739012,0
Sergeant of Police,,APPROVED,2019-01-17 12:15:00-06:00,,721,739012,0
Police Officer,,SUBMITTED,2018-12-01 12:14:00-06:00,,12,739143,0
Sergeant of Police,,SUBMITTED,2018-12-01 01:09:00-06:00,,12,739143,0
Lieutenant of Police,,APPROVED,2018-12-01 01:17:00-06:00,,12,739143,0
Police Officer,,SUBMITTED,2018-12-01 02:34:00-06:00,,12,739377,0
Sergeant of Police,,SUBMITTED,2018-12-01 04:17:00-06:00,,12,739377,0
Lieutenant of Police,,APPROVED,2018-12-01 05:05:00-06:00,,12,739377,0
Police Officer,,SUBMITTED,2018-12-01 09:07:00-06:00,,6,739571,0
Sergeant of Police,,SUBMITTED,2018-12-01 09:12:00-06:00,,6,739571,0
Police Officer,,SUBMITTED,2018-12-01 11:18:00-06:00,,6,739571,0
Lieutenant of Police,,APPROVED,2018-12-02 12:10:00-06:00,,6,739571,0
Police Officer / Field Training Officer,,SUBMITTED,2019-02-06 09:43:00-06:00,,721,739571,0
Sergeant of Police,,APPROVED,2019-02-08 10:38:00-06:00,,721,739571,0
Police Officer,,SUBMITTED,2018-12-02 02:34:00-06:00,,7,740151,0
Sergeant of Police,,SUBMITTED,2018-12-02 02:40:00-06:00,,7,740151,0
Lieutenant of Police,,APPROVED,2018-12-02 03:20:00-06:00,,7,740151,0
Police Officer,,SUBMITTED,2019-01-04 04:32:00-06:00,,721,740151,0
Sergeant of Police,,SUBMITTED,2019-01-04 04:51:00-06:00,,721,740151,0
Captain of Police,,SUBMITTED,2019-01-07 09:58:00-06:00,,721,740151,0
Sergeant of Police,,APPROVED,2019-01-30 10:51:00-06:00,,721,740151,0
Police Officer / Field Training Officer,,SUBMITTED,2018-12-02 01:05:00-06:00,,7,740284,0
Sergeant of Police,,SUBMITTED,2018-12-02 01:29:00-06:00,,7,740284,0
Police Officer / Field Training Officer,,SUBMITTED,2018-12-02 02:32:00-06:00,,7,740284,0
Lieutenant of Police,,APPROVED,2018-12-02 04:52:00-06:00,,7,740284,0
Police Officer,,SUBMITTED,2019-01-04 04:43:00-06:00,,721,740284,0
Sergeant of Police,,APPROVED,2019-01-04 04:57:00-06:00,,721,740284,0
Police Officer,,SUBMITTED,2018-12-02 03:36:00-06:00,,19,740290,0
Police Officer,,SUBMITTED,2018-12-02 04:11:00-06:00,,19,740290,0
Sergeant of Police,,SUBMITTED,2018-12-02 04:26:00-06:00,,19,740290,0
Lieutenant of Police,,APPROVED,2018-12-02 04:31:00-06:00,,19,740290,0
Police Officer,,SUBMITTED,2018-12-02 05:11:00-06:00,,25,740395,0
Sergeant of Police,,SUBMITTED,2018-12-02 05:26:00-06:00,,25,740395,0
Lieutenant of Police,,APPROVED,2018-12-02 05:30:00-06:00,,25,740395,0
Police Officer,,SUBMITTED,2018-12-02 04:47:00-06:00,,25,740397,0
Sergeant of Police,,SUBMITTED,2018-12-02 05:03:00-06:00,,25,740397,0
Police Officer,,SUBMITTED,2018-12-02 05:10:00-06:00,,25,740397,0
Lieutenant of Police,,APPROVED,2018-12-02 05:14:00-06:00,,25,740397,0
Police Officer,,SUBMITTED,2018-12-02 07:06:00-06:00,,18,740449,0
Sergeant of Police,,SUBMITTED,2018-12-02 07:32:00-06:00,,18,740449,0
Lieutenant of Police,,APPROVED,2018-12-02 10:01:00-06:00,,18,740449,0
Police Officer,,SUBMITTED,2018-12-02 04:50:00-06:00,,18,740461,0
Sergeant of Police,,SUBMITTED,2018-12-02 07:26:00-06:00,,18,740461,0
Lieutenant of Police,,APPROVED,2018-12-02 09:47:00-06:00,,18,740461,0
Police Officer,,SUBMITTED,2018-12-02 02:50:00-06:00,,17,741187,0
Sergeant of Police,,SUBMITTED,2018-12-02 02:58:00-06:00,,17,741187,0
Lieutenant of Police,,APPROVED,2018-12-02 03:12:00-06:00,,17,741187,0
Police Officer,,SUBMITTED,2018-12-02 07:35:00-06:00,,9,741545,0
Sergeant of Police,,SUBMITTED,2018-12-02 08:51:00-06:00,,9,741545,0
Lieutenant of Police,,APPROVED,2018-12-02 09:04:00-06:00,,9,741545,0
Police Officer,,SUBMITTED,2018-12-02 07:46:00-06:00,,9,741546,0
Sergeant of Police,,SUBMITTED,2018-12-02 08:50:00-06:00,,9,741546,0
Lieutenant of Police,,APPROVED,2018-12-02 09:03:00-06:00,,9,741546,0
Sergeant of Police,,SUBMITTED,2018-12-02 07:35:00-06:00,,9,741549,0
Lieutenant of Police,,SUBMITTED,2018-12-02 09:06:00-06:00,,9,741549,0
Lieutenant of Police,,APPROVED,2018-12-02 09:07:00-06:00,,9,741549,0
Sergeant of Police,,APPROVED,2018-12-24 08:04:00-06:00,,721,741549,0
Sergeant of Police,,SUBMITTED,2018-12-24 08:04:00-06:00,,721,741549,0
Police Officer,,SUBMITTED,2018-12-03 03:16:00-06:00,,11,743105,0
Sergeant of Police,,SUBMITTED,2018-12-03 05:24:00-06:00,,11,743105,0
Lieutenant of Police,,APPROVED,2018-12-03 07:23:00-06:00,,11,743105,0
Police Officer,,SUBMITTED,2019-01-24 07:25:00-06:00,,721,743105,0
Sergeant of Police,,APPROVED,2019-01-25 11:30:00-06:00,,721,743105,0
Police Officer,,SUBMITTED,2018-12-03 03:26:00-06:00,,11,743134,0
Sergeant of Police,,SUBMITTED,2018-12-03 05:28:00-06:00,,11,743134,0
Lieutenant of Police,,APPROVED,2018-12-03 07:11:00-06:00,,11,743134,0
Police Officer,,SUBMITTED,2019-01-24 07:28:00-06:00,,721,743134,0
Sergeant of Police,,APPROVED,2019-01-25 11:38:00-06:00,,721,743134,0
Police Officer,,SUBMITTED,2018-12-03 05:31:00-06:00,,11,743278,0
Sergeant of Police,,SUBMITTED,2018-12-03 05:38:00-06:00,,11,743278,0
Lieutenant of Police,,APPROVED,2018-12-03 07:01:00-06:00,,11,743278,0
Police Officer,,SUBMITTED,2019-01-24 07:31:00-06:00,,721,743278,0
Sergeant of Police,,APPROVED,2019-01-25 11:39:00-06:00,,721,743278,0
Police Officer,,SUBMITTED,2018-12-03 04:09:00-06:00,,11,743356,0
Sergeant of Police,,SUBMITTED,2018-12-03 06:52:00-06:00,,11,743356,0
Lieutenant of Police,,APPROVED,2018-12-03 07:04:00-06:00,,11,743356,0
Police Officer,,SUBMITTED,2019-01-24 07:21:00-06:00,,721,743356,0
Sergeant of Police,,APPROVED,2019-01-25 11:41:00-06:00,,721,743356,0
Police Officer,,SUBMITTED,2018-12-03 10:29:00-06:00,,11,743978,0
Sergeant of Police,,SUBMITTED,2018-12-03 10:39:00-06:00,,11,743978,0
Lieutenant of Police,,APPROVED,2018-12-04 12:44:00-06:00,,11,743978,0
Police Officer,,SUBMITTED,2018-12-03 10:19:00-06:00,,11,744004,0
Sergeant of Police,,SUBMITTED,2018-12-03 10:36:00-06:00,,11,744004,0
Lieutenant of Police,,APPROVED,2018-12-04 12:35:00-06:00,,11,744004,0
Police Officer,,SUBMITTED,2019-01-28 01:30:00-06:00,,721,744004,0
Sergeant of Police,,SUBMITTED,2019-01-31 10:25:00-06:00,,721,744004,0
Captain of Police,,SUBMITTED,2019-01-31 02:24:00-06:00,,721,744004,0
Sergeant of Police,,APPROVED,2019-02-19 01:07:00-06:00,,721,744004,0
Police Officer,,SUBMITTED,2018-12-04 01:31:00-06:00,,3,744144,0
Sergeant of Police,,SUBMITTED,2018-12-04 02:20:00-06:00,,3,744144,0
Lieutenant of Police,,APPROVED,2018-12-04 02:34:00-06:00,,3,744144,0
Sergeant of Police,,APPROVED,2018-12-24 08:17:00-06:00,,721,744144,0
Sergeant of Police,,SUBMITTED,2018-12-24 08:17:00-06:00,,721,744144,0
Police Officer,,SUBMITTED,2018-12-04 01:31:00-06:00,,3,744221,0
Sergeant of Police,,SUBMITTED,2018-12-04 02:22:00-06:00,,3,744221,0
Lieutenant of Police,,APPROVED,2018-12-04 02:29:00-06:00,,3,744221,0
Police Officer,,SUBMITTED,2018-12-04 04:12:00-06:00,,7,744267,0
Sergeant of Police,,SUBMITTED,2018-12-04 04:45:00-06:00,,7,744267,0
Police Officer,,SUBMITTED,2018-12-08 04:31:00-06:00,,7,744267,0
Lieutenant of Police,,APPROVED,2019-01-12 04:52:00-06:00,,7,744267,0
Police Officer,,SUBMITTED,2019-01-30 07:56:00-06:00,,721,744267,0
Sergeant of Police,,SUBMITTED,2019-01-31 09:38:00-06:00,,721,744267,0
Captain of Police,,SUBMITTED,2019-02-04 09:54:00-06:00,,721,744267,0
